N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1519.0,호텔신라우,30600.0,상승  350,+1.16%,5000.0,,,
1520.0,KODEX TDF2040액티브,13875.0,상승  75,+0.54%,0.0,,,
1521.0,신한 콩 선물 ETN(H),11380.0,하락  140,-1.22%,0.0,,,
1522.0,TIGER 코스닥150바이오테크,13065.0,하락  95,-0.72%,0.0,,,
1523.0,PLUS 미국S&P500성장주,11305.0,상승  185,+1.66%,0.0,,,
1524.0,ACE 코리아밸류업,9830.0,상승  125,+1.29%,0.0,,,
1525.0,한솔PNS,1100.0,상승  12,+1.10%,500.0,3117.0,1249.0,-18.0
1526.0,N2 iSelect 글로벌 EMP ETN(H),11240.0,보합0,0.00%,0.0,,,
1527.0,ACE 일본Nikkei225(H),28055.0,상승  100,+0.36%,0.0,,,
1528.0,한국ANKOR유전,319.0,하락  1,-0.31%,0.0,,,
1529.0,한투 인버스 2X 구리 선물 ETN,22275.0,보합0,0.00%,0.0,,,
1530.0,SOL 코스닥150,11600.0,상승  180,+1.58%,0.0,,,
1531.0,PLUS 국고채30년액티브,115400.0,하락  515,-0.44%,0.0,,,
1532.0,WON 전단채플러스액티브,50395.0,상승  20,+0.04%,0.0,,,
1533.0,KODEX 글로벌로봇(합성),19490.0,상승  215,+1.12%,0.0,,,
1534.0,KODEX TDF2030액티브,13000.0,상승  35,+0.27%,0.0,,,
1535.0,1Q 코리아밸류업,9600.0,상승  120,+1.27%,0.0,,,
1536.0,SOL KIS단기통안채,109225.0,상승  10,+0.01%,0.0,,,
1537.0,KODEX 미국S&P500테크놀로지,15190.0,상승  240,+1.61%,0.0,,,
1538.0,한국주강,1944.0,상승  46,+2.42%,500.0,538.0,442.0,24.0
1539.0,KOSEF 미국달러선물인버스,8035.0,하락  10,-0.12%,0.0,,,
1540.0,TIGER 미국나스닥100ETF선물,10920.0,상승  170,+1.58%,0.0,,,
1541.0,WON 반도체밸류체인액티브,8730.0,상승  310,+3.68%,0.0,,,
1542.0,삼성 인버스 2X 미국다우존스 선물 ETN,21650.0,하락  165,-0.76%,0.0,,,
1543.0,진도,1737.0,상승  18,+1.05%,500.0,564.0,1243.0,38.0
1544.0,KODEX 33-06 국고채액티브,10965.0,하락  15,-0.14%,0.0,,,
1545.0,롯데지주우,26750.0,상승  50,+0.19%,200.0,,,
1546.0,동양고속,7440.0,상승  120,+1.64%,5000.0,1200.0,1684.0,-3.0
1547.0,TIGER 우주방산,12285.0,하락  65,-0.53%,0.0,,,
1548.0,KODEX 탄소효율그린뉴딜,8255.0,상승  115,+1.41%,0.0,,,
1549.0,ACE 코스닥150,11915.0,상승  70,+0.59%,0.0,,,
1550.0,HANARO 코리아밸류업,9525.0,보합0,0.00%,0.0,,,
1551.0,대상우,15640.0,상승  50,+0.32%,1000.0,,,
1552.0,ACE 일본TOPIX레버리지(H),42725.0,하락  340,-0.79%,0.0,,,
1553.0,신한 33-12 국고채 플러스 ETN,10665.0,보합0,0.00%,0.0,,,
1554.0,대신 인버스 2X 코스닥 150 선물 ETN,7110.0,하락  65,-0.91%,0.0,,,
1555.0,메리츠 KIS 통안채 1년 ETN,53175.0,보합0,0.00%,0.0,,,
1556.0,LX하우시스우,20550.0,상승  200,+0.98%,5000.0,,,
1557.0,KODEX 삼성그룹밸류,7855.0,상승  75,+0.96%,0.0,,,
1558.0,메리츠 국채10년 ETN,10595.0,보합0,0.00%,0.0,,,
1559.0,KB 인버스 2X KOSDAQ 150 선물 ETN,7060.0,하락  60,-0.84%,0.0,,,
1560.0,ACE 아시아TOP50S&P,16875.0,상승  255,+1.53%,0.0,,,
1561.0,HANARO 글로벌럭셔리S&P(합성),19690.0,하락  225,-1.13%,0.0,,,
1562.0,주연테크,314.0,상승  5,+1.62%,200.0,435.0,459.0,-47.0
1563.0,KC그린홀딩스,905.0,상승  4,+0.44%,500.0,6985.0,9166.0,-299.0
1564.0,신한 2X 26-05 은행채(AAA) ETN,10360.0,보합0,0.00%,0.0,,,
1565.0,신한 2X 26-05 공사채(AAA) ETN,10360.0,보합0,0.00%,0.0,,,
1566.0,KODEX 게임산업,6905.0,상승  95,+1.40%,0.0,,,
1567.0,N2 선진국 1등주 ETN,10355.0,상승  10,+0.10%,0.0,,,
1568.0,삼성 레버리지 일본니케이225선물 ETN(H),20700.0,상승  180,+0.88%,0.0,,,
1569.0,RISE 200선물인버스2X,2435.0,하락  70,-2.79%,0.0,,,
1570.0,TIGER 반도체TOP10레버리지,5295.0,상승  405,+8.28%,0.0,,,
1571.0,KODEX 보험,9370.0,하락  85,-0.90%,0.0,,,
1572.0,RISE 차이나HSCEI(H),8585.0,상승  35,+0.41%,0.0,,,
1573.0,하나 인버스 2X 옥수수 선물 ETN(H),20585.0,상승  360,+1.78%,0.0,,,
1574.0,신한 26-05 은행채(AAA) ETN,10290.0,보합0,0.00%,0.0,,,
1575.0,신한 26-05 공사채(AAA) ETN,10290.0,보합0,0.00%,0.0,,,
1576.0,대신 KAP 통안채 6개월 ETN,51350.0,보합0,0.00%,0.0,,,
1577.0,대신 KAP 통안채 3개월 ETN,51300.0,보합0,0.00%,0.0,,,
1578.0,RISE 미국AI밸류체인TOP3Plus,12430.0,상승  285,+2.35%,0.0,,,
1579.0,메리츠 인버스 국채3년 ETN,10245.0,보합0,0.00%,0.0,,,
1580.0,KODEX 에너지화학,10080.0,상승  60,+0.60%,0.0,,,
1581.0,ACE 글로벌메타버스테크액티브,14585.0,상승  200,+1.39%,0.0,,,
1582.0,N2 US 500 월간레버리지 ETN(H),40755.0,보합0,0.00%,0.0,,,
1583.0,N2 월간 레버리지 방위산업 Top5 ETN,20370.0,하락  205,-1.00%,0.0,,,
1584.0,TIGER 200IT레버리지,26170.0,"상승  1,555",+6.32%,0.0,,,
1585.0,TIGER 차이나반도체FACTSET,6840.0,상승  125,+1.86%,0.0,,,
1586.0,KB CSI 300 ETN,10050.0,하락  100,-0.99%,0.0,,,
1587.0,미래에셋 -2X 미국 AI TOP3 ETN,20030.0,하락  930,-4.44%,0.0,,,
1588.0,TIGER 200 건설,2615.0,상승  10,+0.38%,0.0,,,
1589.0,TIGER 코스피고배당,14740.0,하락  70,-0.47%,0.0,,,
1590.0,N2 전력인프라 Top5 ETN,9890.0,보합0,0.00%,0.0,,,
1591.0,한투 FTSE100 ETN,19775.0,상승  45,+0.23%,0.0,,,
1592.0,KOSEF 미국달러선물레버리지,16320.0,상승  105,+0.65%,0.0,,,
1593.0,RISE 미국단기투자등급회사채액티브,12305.0,하락  10,-0.08%,0.0,,,
1594.0,N2 코스피 200 TR ETN,9825.0,상승  105,+1.08%,0.0,,,
1595.0,녹십자홀딩스2우,23200.0,하락  200,-0.85%,500.0,,,
1596.0,신한 레버리지 구리 선물 ETN,19575.0,상승  640,+3.38%,0.0,,,
1597.0,N2 월간 레버리지 선진국 1등주 ETN,19545.0,보합0,0.00%,0.0,,,
1598.0,KODEX 일본부동산리츠(H),10830.0,상승  130,+1.21%,0.0,,,
1599.0,N2 블룸버그 2X 천연가스 선물 ETN(H),329.0,하락  13,-3.80%,0.0,,,
1600.0,삼성 레버리지 미국다우존스 선물 ETN,19315.0,상승  325,+1.71%,0.0,,,
1601.0,스타에스엠리츠,2465.0,하락  105,-4.09%,5000.0,75.0,993.0,1.0
1602.0,TIGER 글로벌사이버보안INDXX,14615.0,상승  85,+0.58%,0.0,,,
1603.0,삼성 코리아 밸류업 TR ETN,9565.0,보합0,0.00%,0.0,,,
1604.0,TIGER 원유선물Enhanced(H),4485.0,상승  45,+1.01%,0.0,,,
1605.0,KODEX 53-09 국고채액티브,12140.0,하락  65,-0.53%,0.0,,,
1606.0,TIGER 미국AI반도체팹리스,12265.0,상승  455,+3.85%,0.0,,,
1607.0,KB 인버스 2X 밀 선물 ETN,37800.0,"상승  1,555",+4.29%,0.0,,,
1608.0,넥센타이어1우B,2905.0,상승  25,+0.87%,500.0,,,
1609.0,TIMEFOLIO 글로벌소비트렌드액티브,11425.0,상승  215,+1.92%,0.0,,,
1610.0,TIGER 미국달러선물인버스2X,5090.0,하락  30,-0.59%,0.0,,,
1611.0,TIGER Fn신재생에너지,8160.0,보합0,0.00%,0.0,,,
1612.0,KODEX 테슬라밸류체인FactSet,16290.0,상승  500,+3.17%,0.0,,,
1613.0,메리츠 레버리지 은 선물 ETN(H),18675.0,상승  180,+0.97%,0.0,,,
1614.0,ACE 국고채3년,103665.0,상승  30,+0.03%,0.0,,,
1615.0,마이티 다이나믹퀀트액티브,11615.0,상승  55,+0.48%,0.0,,,
1616.0,하나 레버리지 콩 선물 ETN(H),18570.0,하락  315,-1.67%,0.0,,,
1617.0,RISE 미국고정배당우선증권 TR,12360.0,상승  175,+1.44%,0.0,,,
1618.0,KB 인버스 2X 콩 선물 ETN,36775.0,"상승  1,710",+4.88%,0.0,,,
1619.0,N2 레버리지 은 선물 ETN(H),18380.0,보합0,0.00%,0.0,,,
1620.0,KB CSI 500 ETN,9175.0,보합0,0.00%,0.0,,,
1621.0,TIGER 게임TOP10,5390.0,상승  55,+1.03%,0.0,,,
1622.0,키움 인버스 미국달러선물 ETN,9145.0,하락  30,-0.33%,0.0,,,
1623.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,5225.0,하락  180,-3.33%,0.0,,,
1624.0,TIGER 리츠부동산인프라채권TR KIS,4570.0,보합0,0.00%,0.0,,,
1625.0,RISE TDF2050액티브,13465.0,상승  105,+0.79%,0.0,,,
1626.0,삼성 인버스 2X 일본니케이225선물 ETN(H),18135.0,하락  155,-0.85%,0.0,,,
1627.0,한투 금 선물 ETN,18115.0,하락  50,-0.28%,0.0,,,
1628.0,RISE 미국30년국채액티브,10025.0,하락  100,-0.99%,0.0,,,
1629.0,신한 인버스 코스닥 150 선물 ETN,9010.0,하락  25,-0.28%,0.0,,,
1630.0,신한 인버스 옥수수 선물 ETN(H),9000.0,보합0,0.00%,0.0,,,
1631.0,미래에셋 인버스 코스닥150 선물 ETN,8985.0,하락  25,-0.28%,0.0,,,
1632.0,ACE ESG액티브,7485.0,상승  140,+1.91%,0.0,,,
1633.0,대상홀딩스우,19650.0,상승  850,+4.52%,1000.0,,,
1634.0,KODEX 미국나스닥100선물인버스(H),7620.0,하락  85,-1.10%,0.0,,,
1635.0,DAISHIN343 AI반도체&인프라액티브,8130.0,상승  180,+2.26%,0.0,,,
1636.0,ACE 라이프자산주주가치액티브,9935.0,하락  50,-0.50%,0.0,,,
1637.0,하이트진로2우B,15780.0,상승  30,+0.19%,5000.0,,,
1638.0,KODEX 미국S&P바이오(합성),29290.0,상승  260,+0.90%,0.0,,,
1639.0,메리츠 인버스 2X 구리 선물 ETN(H),17540.0,하락  365,-2.04%,0.0,,,
1640.0,KODEX 웹툰&드라마,2960.0,상승  30,+1.02%,0.0,,,
1641.0,N2 인버스 레버리지 구리 선물 ETN(H),17410.0,하락  470,-2.63%,0.0,,,
1642.0,SOL K방산,11605.0,하락  55,-0.47%,0.0,,,
1643.0,제이준코스메틱,3880.0,상승  65,+1.70%,500.0,170.0,484.0,-102.0
1644.0,KODEX IT,15795.0,상승  485,+3.17%,0.0,,,
1645.0,메리츠 미국 인플레이션 국채 ETN(H),8680.0,보합0,0.00%,0.0,,,
1646.0,코오롱모빌리티그룹우,7050.0,하락  730,-9.38%,500.0,,,
1647.0,PLUS 애플채권혼합,12825.0,하락  60,-0.47%,0.0,,,
1648.0,SHD,14250.0,상승  240,+1.71%,5000.0,1063.0,848.0,7.0
1649.0,TIGER 차이나클린에너지SOLACTIVE,6010.0,하락  20,-0.33%,0.0,,,
1650.0,메리츠 인버스 2X 미국채30년 ETN(H),17290.0,상승  345,+2.04%,0.0,,,
1651.0,미래에셋 코스닥150 선물 ETN,8635.0,상승  190,+2.25%,0.0
1652.0,대덕전자1우,8210.0,상승  110,+1.36%,500.0
1653.0,한투 레버리지 구리 선물 ETN,17200.0,보합0,0.00%,0.0
1654.0,TIGER KEDI혁신기업ESG30,9555.0,상승  75,+0.79%,0.0
1655.0,ACE 애플밸류체인액티브,11030.0,상승  175,+1.61%,0.0
1656.0,N2 코스닥 150 TR ETN,8525.0,상승  360,+4.41%,0.0
1657.0,키움 코스닥 150 TR ETN,8520.0,하락  10,-0.12%,0.0
1658.0,TIGER 퓨처모빌리티액티브,7160.0,상승  140,+1.99%,0.0
1659.0,신한 옥수수 선물 ETN(H),8470.0,하락  55,-0.65%,0.0
1660.0,미래에셋 -2X 미국 자율주행대표기업 ETN,16925.0,"하락  1,605",-8.66%,0.0
1661.0,SOL KEDI메가테크액티브,14680.0,상승  10,+0.07%,0.0
1662.0,ACE 글로벌AI맞춤형반도체,12480.0,상승  450,+3.74%,0.0
1663.0,한투 인버스 2X 플래티넘 선물 ETN,16785.0,하락  605,-3.48%,0.0
1664.0,KB 레버리지 금 선물 ETN(H),33495.0,하락  490,-1.44%,0.0
1665.0,미래에셋 코스피200 선물 ETN,8345.0,상승  100,+1.21%,0.0
1666.0,ACE 주주환원가치주액티브,12780.0,하락  50,-0.39%,0.0
1667.0,KOSEF 국고채3년,110640.0,하락  55,-0.05%,0.0
1668.0,메리츠 인버스 2X 미국채10년 ETN(H),16590.0,상승  185,+1.13%,0.0
1669.0,한투 레버리지 유로스탁스50 ETN(H) B,16380.0,보합0,0.00%,0.0
1670.0,PLUS 미국다우존스고배당주(합성 H),17240.0,상승  80,+0.47%,0.0
1671.0,신한 인버스 콩 선물 ETN(H),8185.0,상승  150,+1.87%,0.0
1672.0,솔루스첨단소재2우B,4330.0,상승  40,+0.93%,100.0
1673.0,KODEX iShares미국투자등급회사채액티브,11595.0,하락  50,-0.43%,0.0
1674.0,RISE 200선물레버리지,13585.0,상승  390,+2.96%,0.0
1675.0,미래에셋 레버리지 미국 제약 TOP3 ETN,16205.0,상승  135,+0.84%,0.0
1676.0,BNK 주주가치액티브,13450.0,상승  165,+1.24%,0.0
1677.0,히어로즈 25-09 미국채권(AA-이상)액티브,57080.0,상승  145,+0.25%,0.0
1678.0,PLUS 한화그룹주,11015.0,하락  10,-0.09%,0.0
1679.0,한투 레버리지 플래티넘 선물 ETN,15950.0,상승  530,+3.44%,0.0
1680.0,한투 레버리지 베트남 VN30 선물 ETN(H),15920.0,하락  110,-0.69%,0.0
1681.0,삼양홀딩스우,52100.0,상승  400,+0.77%,5000.0
1682.0,HANARO Fn전기&수소차,7025.0,상승  50,+0.72%,0.0
1683.0,HANARO Fn K-푸드,10530.0,하락  90,-0.85%,0.0
1684.0,ACE 러시아MSCI(합성),8535.0,보합0,0.00%,0.0
1685.0,KODEX K-미래차액티브,7700.0,상승  110,+1.45%,0.0
1686.0,KODEX S&P글로벌인프라(합성),18395.0,상승  135,+0.74%,0.0
1687.0,PLUS 미국테크TOP10레버리지(합성),31540.0,"상승  1,155",+3.80%,0.0
1688.0,삼성 S&P500 ETN,15750.0,상승  205,+1.32%,0.0
1689.0,N2 월간 레버리지 코스피 200 선물 ETN,15705.0,보합0,0.00%,0.0
1690.0,KODEX 차이나과창판STAR50(합성),7810.0,하락  80,-1.01%,0.0
1691.0,대신 3X 레버리지 국채30년 ETN,78460.0,"하락  1,620",-2.02%,0.0
1692.0,ACE 미국IT인터넷S&P(합성 H),19610.0,상승  165,+0.85%,0.0
1693.0,하나 인버스 2X 콩 선물 ETN(H),15650.0,상승  525,+3.47%,0.0
1694.0,KODEX KRX300,15645.0,상승  160,+1.03%,0.0
1695.0,1Q 차이나H(H),13025.0,상승  90,+0.70%,0.0
1696.0,RISE 삼성그룹Top3채권혼합,9710.0,상승  25,+0.26%,0.0
1697.0,코리아써우,5200.0,상승  60,+1.17%,500.0
1698.0,하나 S&P 레버리지 WTI원유 선물 ETN,15405.0,상승  425,+2.84%,0.0
1699.0,TIGER 농산물선물Enhanced(H),5495.0,하락  75,-1.35%,0.0
1700.0,RISE 글로벌주식분산액티브,13985.0,상승  190,+1.38%,0.0
1701.0,WON 종합채권(AA-이상)액티브,51225.0,보합0,0.00%,0.0,,,
1702.0,KCGI 미국S&P500 TOP10,12765.0,상승  130,+1.03%,0.0,,,
1703.0,N2 블룸버그 2X WTI원유선물 ETN,15310.0,상승  390,+2.61%,0.0,,,
1704.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,15250.0,상승  435,+2.94%,0.0,,,
1705.0,KODEX 배당성장,15240.0,보합0,0.00%,0.0,,,
1706.0,TIGER 코스닥150선물인버스,4010.0,하락  20,-0.50%,0.0,,,
1707.0,KODEX 국채선물3년인버스,54805.0,보합0,0.00%,0.0,,,
1708.0,KOSEF 미국S&P500(H),15115.0,상승  165,+1.10%,0.0,,,
1709.0,대한제당우,2315.0,하락  5,-0.22%,500.0,,,
1710.0,KB 블룸버그 레버리지 천연가스 선물 ETN,5995.0,하락  240,-3.85%,0.0,,,
1711.0,한투 인버스 플래티넘 선물 ETN,14925.0,보합0,0.00%,0.0,,,
1712.0,ACE 미국친환경그린테마INDXX,9580.0,상승  225,+2.41%,0.0,,,
1713.0,파워 K-주주가치액티브,9880.0,상승  70,+0.71%,0.0,,,
1714.0,PLUS 선진국MSCI(합성 H),11740.0,상승  95,+0.82%,0.0,,,
1715.0,미래에셋 레버리지 옥수수 선물 ETN,14780.0,하락  265,-1.76%,0.0,,,
1716.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),14745.0,하락  95,-0.64%,0.0,,,
1717.0,미래에셋 2X 미국채울트라30년 선물 ETN,7360.0,하락  135,-1.80%,0.0,,,
1718.0,TIGER 200 에너지화학,9540.0,상승  45,+0.47%,0.0,,,
1719.0,RISE 미국테크100데일리고정커버드콜,11285.0,상승  190,+1.71%,0.0,,,
1720.0,신한 인버스 2X 구리 선물 ETN,2930.0,하락  65,-2.17%,0.0,,,
1721.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1465.0,하락  20,-1.35%,0.0,,,
1722.0,RISE 채권혼합,60690.0,상승  235,+0.39%,0.0,,,
1723.0,키움 레버리지 조선TOP10 ETN,29050.0,하락  705,-2.37%,0.0,,,
1724.0,RISE 헬스케어채권혼합,12060.0,하락  5,-0.04%,0.0,,,
1725.0,삼성 S&P500 VIX S/T 선물 ETN,4815.0,하락  190,-3.80%,0.0,,,
1726.0,TIMEFOLIO 코리아밸류업액티브,9300.0,하락  5,-0.05%,0.0,,,
1727.0,ACE 미국달러단기채권액티브,12000.0,상승  30,+0.25%,0.0,,,
1728.0,신한 레버리지 Russell 2000 ETN,14395.0,상승  425,+3.04%,0.0,,,
1729.0,에셋플러스 차이나일등기업포커스10액티브,13825.0,상승  90,+0.66%,0.0,,,
1730.0,삼성 인버스 2X S&P500 선물 ETN,14345.0,하락  200,-1.38%,0.0,,,
1731.0,ACE 글로벌브랜드TOP10블룸버그,17910.0,상승  90,+0.51%,0.0,,,
1732.0,RISE 미국S&P원유생산기업(합성 H),6090.0,상승  45,+0.74%,0.0,,,
1733.0,메리츠 레버리지 구리 선물 ETN(H),14260.0,상승  405,+2.92%,0.0,,,
1734.0,KOSEF 코스닥150,5890.0,상승  30,+0.51%,0.0,,,
1735.0,KB 레버리지 항셍테크 선물 ETN(H) B,14215.0,상승  290,+2.08%,0.0,,,
1736.0,태양금속우,4300.0,하락  160,-3.59%,500.0,,,
1737.0,삼성 레버리지 구리 선물 ETN(H),14190.0,상승  400,+2.90%,0.0,,,
1738.0,HANARO 코스닥150,11810.0,상승  40,+0.34%,0.0,,,
1739.0,삼성 금 선물 ETN(H),14140.0,하락  75,-0.53%,0.0,,,
1740.0,N2 레버리지 구리 선물 ETN(H),14105.0,상승  350,+2.54%,0.0,,,
1741.0,메리츠 인버스 미국채30년 ETN(H),14105.0,상승  145,+1.04%,0.0,,,
1742.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,1281.0,상승  35,+2.81%,0.0,,,
1743.0,RISE 미국AI밸류체인데일리고정커버드콜,11730.0,상승  285,+2.49%,0.0,,,
1744.0,RISE 배터리 리사이클링,9120.0,상승  130,+1.45%,0.0,,,
1745.0,PLUS 미국배당증가성장주데일리커버드콜,10020.0,상승  65,+0.65%,0.0,,,
1746.0,에이리츠,3130.0,보합0,0.00%,5000.0,16.0,817.0,-15.0
1747.0,RISE V&S셀렉트밸류채권혼합,11600.0,상승  45,+0.39%,0.0,,,
1748.0,한투 은 선물 ETN,13915.0,상승  140,+1.02%,0.0,,,
1749.0,KODEX 철강,9020.0,하락  70,-0.77%,0.0,,,
1750.0,한투 인버스 2X 금 선물 ETN,13860.0,보합0,0.00%,0.0,,,
1751.0,신한 달러인덱스 선물 ETN(H),13805.0,상승  50,+0.36%,0.0,,,
1752.0,NPC우,2595.0,하락  25,-0.95%,500.0,,,
1753.0,덕성우,9830.0,하락  30,-0.30%,500.0,,,
1754.0,삼성 인버스 2X 코스피200 선물 ETN,13675.0,하락  410,-2.91%,0.0,,,
1755.0,신한 인버스 2X 코스피 200 선물 ETN,13600.0,하락  520,-3.68%,0.0,,,
1756.0,일정실업,11330.0,상승  200,+1.80%,5000.0,326.0,310.0,-15.0
1757.0,대신 천연가스 선물 ETN(H),4530.0,하락  65,-1.41%,0.0,,,
1758.0,한투 S&P 인버스 2X 엔달러 선물 ETN(H),13550.0,상승  50,+0.37%,0.0,,,
1759.0,KODEX 유럽명품TOP10 STOXX,9330.0,하락  125,-1.32%,0.0,,,
1760.0,메리츠 인버스 미국채10년 ETN(H),13525.0,상승  75,+0.56%,0.0,,,
1761.0,KODEX 미국S&P500경기소비재,18010.0,상승  360,+2.04%,0.0,,,
1762.0,KODEX 운송,5195.0,상승  5,+0.10%,0.0,,,
1763.0,TIGER 200 금융,8300.0,상승  10,+0.12%,0.0,,,
1764.0,코오롱우,12460.0,상승  80,+0.65%,5000.0,,,
1765.0,N2 월간 레버리지 코스닥 150 선물 ETN,13375.0,보합0,0.00%,0.0,,,
1766.0,한투 인버스 2X 유로스탁스50 ETN(H) B,13350.0,상승  155,+1.17%,0.0,,,
1767.0,메리츠 미국레버리지 인플레이션국채ETN(H),6660.0,보합0,0.00%,0.0,,,
1768.0,KODEX 미국S&P500유틸리티,13280.0,상승  155,+1.18%,0.0,,,
1769.0,히어로즈 미국성장기업30액티브,15495.0,상승  195,+1.27%,0.0,,,
1770.0,에셋플러스 코리아플랫폼액티브,6255.0,상승  25,+0.40%,0.0,,,
1771.0,KODEX 미국S&P500커뮤니케이션,16395.0,상승  100,+0.61%,0.0,,,
1772.0,N2 S&P500 버퍼10% 6월 ETN(H),13095.0,보합0,0.00%,0.0,,,
1773.0,TIGER 미국캐시카우100,13095.0,상승  160,+1.24%,0.0,,,
1774.0,하나 S&P 인버스 2X WTI원유 선물 ETN,13080.0,하락  320,-2.39%,0.0,,,
1775.0,KODEX 200가치저변동,10890.0,상승  80,+0.74%,0.0,,,
1776.0,미래에셋 인도네시아 Top5 ETN,13025.0,상승  25,+0.19%,0.0,,,
1777.0,KB 레버리지 밀 선물 ETN,8680.0,하락  375,-4.14%,0.0,,,
1778.0,N2 S&P500 버퍼10% 3월 ETN(H),13010.0,보합0,0.00%,0.0,,,
1779.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),12945.0,상승  410,+3.27%,0.0,,,
1780.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,12935.0,하락  330,-2.49%,0.0,,,
1781.0,KB S&P 인버스 2X WTI원유 선물 ETN,12930.0,하락  335,-2.53%,0.0,,,
1782.0,신한 인버스 WTI원유 선물 ETN(H),2585.0,하락  35,-1.34%,0.0,,,
1783.0,N2 S&P500 버퍼10% 12월 ETN(H),12920.0,보합0,0.00%,0.0,,,
1784.0,N2 블룸버그 -2X WTI원유선물 ETN,12880.0,하락  395,-2.98%,0.0,,,
1785.0,HANARO 주주가치성장코리아액티브,9870.0,하락  25,-0.25%,0.0,,,
1786.0,TIGER 유로스탁스배당30,12210.0,하락  65,-0.53%,0.0,,,
1787.0,KB S&P 레버리지 WTI원유 선물 ETN(H),12820.0,상승  330,+2.64%,0.0,,,
1788.0,KB 인버스 2X 나스닥 100 ETN,3190.0,하락  75,-2.30%,0.0,,,
1789.0,TIGER 차이나CSI300인버스(합성),7500.0,상승  75,+1.01%,0.0,,,
1790.0,TIGER S&P글로벌인프라(합성),14975.0,상승  340,+2.32%,0.0,,,
1791.0,JW중외제약2우B,60600.0,보합0,0.00%,2500.0,,,
1792.0,한진칼우,23650.0,상승  250,+1.07%,2500.0,,,
1793.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,12685.0,상승  290,+2.34%,0.0,,,
1794.0,한투 일본종합상사TOP5 ETN,12630.0,상승  95,+0.76%,0.0,,,
1795.0,KODEX 대만테크고배당다우존스,9650.0,상승  90,+0.94%,0.0,,,
1796.0,RISE 글로벌수소경제,7585.0,상승  290,+3.98%,0.0,,,
1797.0,RISE 국채30년레버리지(합성),25015.0,하락  245,-0.97%,0.0,,,
1798.0,SOL 글로벌탄소배출권선물ICE(합성),12475.0,상승  200,+1.63%,0.0,,,
1799.0,메리츠 KAP 레버리지 중국 위안화 ETN,24930.0,보합0,0.00%,0.0,,,
1800.0,PLUS 글로벌방산,9585.0,상승  85,+0.89%,0.0,,,
1801.0,PLUS 미국테크TOP10,19080.0,상승  120,+0.63%,0.0
1802.0,ACE 골드선물 레버리지(합성 H),24605.0,하락  295,-1.18%,0.0
1803.0,HANARO Fn K-게임,4145.0,상승  50,+1.22%,0.0
1804.0,삼성 나스닥 100 ETN,12220.0,상승  200,+1.66%,0.0
1805.0,ACE 원자력테마딥서치,17390.0,상승  65,+0.38%,0.0
1806.0,신한 S&P 인버스 2X 유로 선물 ETN(H),12145.0,하락  50,-0.41%,0.0
1807.0,KB 레버리지 KOSDAQ 150 선물 ETN,24210.0,상승  240,+1.00%,0.0
1808.0,파워 코스피100,25215.0,상승  415,+1.67%,0.0
1809.0,메리츠 레버리지 국채5년 ETN,12055.0,보합0,0.00%,0.0
1810.0,삼성 인버스 2X 구리 선물 ETN(H),2410.0,하락  80,-3.21%,0.0
1811.0,KB 레버리지 KOSPI 200 선물 ETN,24055.0,상승  720,+3.09%,0.0
1812.0,코오롱글로벌우,16200.0,하락  300,-1.82%,5000.0
1813.0,TIGER K게임,7045.0,상승  45,+0.64%,0.0
1814.0,HANARO CD금리액티브(합성),104050.0,상승  25,+0.02%,0.0
1815.0,삼성 항셍테크 ETN(H) B,11920.0,보합0,0.00%,0.0
1816.0,한투 구리 선물 ETN,11910.0,보합0,0.00%,0.0
1817.0,LX홀딩스1우,8120.0,상승  140,+1.75%,1000.0
1818.0,PLUS 우량회사채50,118940.0,상승  5,0.00%,0.0
1819.0,WON 미국빌리어네어,13205.0,상승  175,+1.34%,0.0
1820.0,한투 블룸버그 WTI원유 선물 ETN,11840.0,상승  160,+1.37%,0.0
1821.0,삼성 블룸버그 WTI원유 선물 ETN,11830.0,상승  195,+1.68%,0.0
1822.0,KODEX MSCI퀄리티,8450.0,상승  60,+0.72%,0.0
1823.0,TIGER 단기선진하이일드(합성 H),13100.0,하락  25,-0.19%,0.0
1824.0,VITA MZ소비액티브,7860.0,하락  55,-0.69%,0.0
1825.0,TIGER 일본TOPIX(합성 H),23525.0,하락  5,-0.02%,0.0
1826.0,KODEX 미국S&P500필수소비재,12375.0,하락  20,-0.16%,0.0
1827.0,RISE 미국S&P배당킹,11195.0,상승  50,+0.45%,0.0
1828.0,HANARO KOFR금리액티브(합성),106660.0,상승  50,+0.05%,0.0
1829.0,KODEX 구리선물(H),6900.0,상승  40,+0.58%,0.0
1830.0,삼성 은 선물 ETN(H),11705.0,상승  60,+0.52%,0.0
1831.0,대신 밀 선물 ETN(H),5840.0,하락  135,-2.26%,0.0
1832.0,미래에셋 -2X 홍콩H 선물 ETN(H),11680.0,하락  25,-0.21%,0.0
